pE,pN,combined_gap
2.818644068,0.8889830508,61.568659870000005
2.902542373,0.8889830508,59.573157300000005
2.986440678,0.8889830508,58.54007472000001
3.070338983,0.8889830508,57.23652147
3.154237288,0.8889830508,54.650611659999996
3.238135593,0.8889830508,53.67048046000001
3.322033898,0.8889830508,51.20441844
3.405932203,0.8889830508,48.87552671
3.489830508,0.8889830508,48.12875515
3.573728814,0.8889830508,45.30303212
3.657627119,0.8889830508,44.28750661000001
3.741525424,0.8889830508,41.50110000000001
3.825423729,0.8889830508,41.16850997
3.909322034,0.8889830508,38.526198699999995
3.993220339,0.8889830508,37.449284309999996
4.077118644,0.8889830508,36.165278889999996
4.161016949,0.8889830508,35.447614650000006
4.244915254,0.8889830508,34.126547939999995
4.328813559,0.8889830508,33.42441348
4.412711864,0.8889830508,31.46297699
4.496610169,0.8889830508,30.298290050000006
4.580508475,0.8889830508,28.71378251
4.66440678,0.8889830508,27.980238280000002
4.748305085,0.8889830508,27.59223959
4.83220339,0.8889830508,25.83462231
4.916101695,0.8889830508,25.149864370000003
5.0,0.8889830508,23.83706429
0.05,0.9728813559,134.54752126
0.1338983051,0.9728813559,134.54752126
0.2177966102,0.9728813559,134.54752126
0.3016949153,0.9728813559,134.54752126
0.3855932203,0.9728813559,134.54752126
0.4694915254,0.9728813559,134.54752126
0.5533898305,0.9728813559,134.54752126
0.6372881356,0.9728813559,134.42354016000002
0.7211864407,0.9728813559,129.69093546000002
0.8050847458,0.9728813559,124.94547116000001
0.8889830508,0.9728813559,120.75007016
0.9728813559,0.9728813559,117.01185916
1.056779661,0.9728813559,113.07079686
1.140677966,0.9728813559,109.64620366
1.224576271,0.9728813559,106.70460486000002
1.308474576,0.9728813559,103.76750876
1.392372881,0.9728813559,100.71973876000001
1.476271186,0.9728813559,98.31483136
1.560169492,0.9728813559,94.23551356000002
1.644067797,0.9728813559,90.56396216000002
1.727966102,0.9728813559,86.97770066000001
1.811864407,0.9728813559,84.50104776
1.895762712,0.9728813559,81.83404486
1.979661017,0.9728813559,79.84122235999999
2.063559322,0.9728813559,77.52283876000001
2.147457627,0.9728813559,74.99109566000001
2.231355932,0.9728813559,72.03627376
2.315254237,0.9728813559,68.92249265999999
2.399152542,0.9728813559,67.16261836000001
2.483050847,0.9728813559,65.20508296
2.566949153,0.9728813559,63.14085916
2.650847458,0.9728813559,61.09632077
2.734745763,0.9728813559,59.06224047
2.818644068,0.9728813559,58.212727660000006
2.902542373,0.9728813559,56.21722509000001
2.986440678,0.9728813559,55.18414251000001
3.070338983,0.9728813559,53.88058926
3.154237288,0.9728813559,51.29467945
3.238135593,0.9728813559,50.31454825000001
3.322033898,0.9728813559,47.84848623
3.405932203,0.9728813559,45.519594500000004
3.489830508,0.9728813559,44.772822940000005
3.573728814,0.9728813559,41.94709991
3.657627119,0.9728813559,40.93157440000001
3.741525424,0.9728813559,38.14516779000001
3.825423729,0.9728813559,37.81257776
3.909322034,0.9728813559,35.170266489999996
3.993220339,0.9728813559,34.0933521
4.077118644,0.9728813559,32.80934668
