pE,pN,value_mean,value_std
4.244915254,0.05,0.551,0.04887739764
4.328813559,0.05,0.543,0.05060632372
4.412711864,0.05,0.53,0.04669047012
4.496610169,0.05,0.518,0.04935585072
4.580508475,0.05,0.511,0.04887739764
4.66440678,0.05,0.499,0.05028916384
4.748305085,0.05,0.483,0.04859012245
4.83220339,0.05,0.475,0.04780167361
4.916101695,0.05,0.464,0.0506359556
5,0.05,0.457,0.05158488151
0.05,0.1338983051,0.988,0.007483314774
0.1338983051,0.1338983051,0.969,0.013
0.2177966102,0.1338983051,0.956,0.01624807681
0.3016949153,0.1338983051,0.948,0.0153622915
0.3855932203,0.1338983051,0.937,0.0195192213
0.4694915254,0.1338983051,0.927,0.021
0.5533898305,0.1338983051,0.916,0.02154065923
0.6372881356,0.1338983051,0.905,0.02459674775
0.7211864407,0.1338983051,0.896,0.02576819745
0.8050847458,0.1338983051,0.881,0.02981610303
0.8889830508,0.1338983051,0.872,0.0342928564
0.9728813559,0.1338983051,0.864,0.03006659276
1.056779661,0.1338983051,0.851,0.02736786437
1.140677966,0.1338983051,0.84,0.02828427125
1.224576271,0.1338983051,0.833,0.03034798181
1.308474576,0.1338983051,0.825,0.02729468813
1.392372881,0.1338983051,0.808,0.02181742423
1.476271186,0.1338983051,0.799,0.02256102835
1.560169492,0.1338983051,0.789,0.02586503431
1.644067797,0.1338983051,0.777,0.02410394159
1.727966102,0.1338983051,0.767,0.02758622845
1.811864407,0.1338983051,0.758,0.02675817632
1.895762712,0.1338983051,0.746,0.03006659276
1.979661017,0.1338983051,0.735,0.02837252192
2.063559322,0.1338983051,0.729,0.03269556545
2.147457627,0.1338983051,0.715,0.03170173497
2.231355932,0.1338983051,0.703,0.03742993454
2.315254237,0.1338983051,0.694,0.03746998799
2.399152542,0.1338983051,0.69,0.03794733192
2.483050847,0.1338983051,0.679,0.03986226286
2.566949153,0.1338983051,0.668,0.04467661581
2.650847458,0.1338983051,0.658,0.0479165942
2.734745763,0.1338983051,0.649,0.04482186966
2.818644068,0.1338983051,0.637,0.04313930922
2.902542373,0.1338983051,0.622,0.04975942122
2.986440678,0.1338983051,0.609,0.04678675026
3.070338983,0.1338983051,0.596,0.05276362383
3.154237288,0.1338983051,0.588,0.05192301994
3.238135593,0.1338983051,0.577,0.04605431576
3.322033898,0.1338983051,0.56,0.04878524367
3.405932203,0.1338983051,0.547,0.0536749476
3.489830508,0.1338983051,0.539,0.05028916384
3.573728814,0.1338983051,0.524,0.04586937976
3.657627119,0.1338983051,0.511,0.04742362281
3.741525424,0.1338983051,0.506,0.04758150901
3.825423729,0.1338983051,0.499,0.05204805472
3.909322034,0.1338983051,0.491,0.05262128847
3.993220339,0.1338983051,0.474,0.04521061822
4.077118644,0.1338983051,0.465,0.04780167361
4.161016949,0.1338983051,0.452,0.05418486874
4.244915254,0.1338983051,0.44,0.05118593557
